,file_name,category,cat_id,bbox
65,000282.jpg,person,14,"[31, 2, 373, 198]"
66,000288.jpg,bus,5,"[20, 66, 277, 381]"
67,000294.jpg,bird,2,"[10, 329, 367, 453]"
68,000296.jpg,boat,3,"[119, 43, 221, 458]"
69,000306.jpg,cow,9,"[41, 302, 86, 379]"
70,000307.jpg,pottedplant,15,"[2, 1, 374, 499]"
71,000311.jpg,car,6,"[41, 46, 353, 432]"
72,000312.jpg,train,18,"[1, 2, 333, 499]"
73,000317.jpg,car,6,"[150, 117, 220, 406]"
74,000320.jpg,person,14,"[77, 0, 499, 371]"
75,000325.jpg,aeroplane,0,"[62, 99, 199, 499]"
76,000331.jpg,chair,8,"[233, 170, 481, 372]"
77,000334.jpg,car,6,"[109, 36, 177, 272]"
78,000337.jpg,person,14,"[29, 234, 361, 402]"
79,000344.jpg,bottle,4,"[1, 88, 440, 306]"
80,000347.jpg,horse,12,"[1, 76, 347, 410]"
81,000349.jpg,diningtable,10,"[130, 158, 361, 412]"
82,000355.jpg,car,6,"[35, 21, 292, 426]"
83,000359.jpg,chair,8,"[83, 38, 425, 419]"
84,000367.jpg,person,14,"[65, 173, 264, 294]"
85,000370.jpg,boat,3,"[103, 93, 255, 252]"
86,000372.jpg,horse,12,"[21, 77, 303, 252]"
87,000379.jpg,bicycle,1,"[15, 45, 340, 442]"
88,000382.jpg,boat,3,"[166, 2, 499, 162]"
89,000387.jpg,car,6,"[17, 4, 254, 481]"
90,000391.jpg,pottedplant,15,"[46, 56, 457, 464]"
91,000394.jpg,person,14,"[22, 0, 306, 343]"
92,000395.jpg,bird,2,"[53, 103, 263, 428]"
93,000400.jpg,cat,7,"[48, 10, 488, 331]"
94,000404.jpg,car,6,"[88, 132, 320, 393]"
95,000406.jpg,car,6,"[284, 53, 312, 113]"
96,000407.jpg,horse,12,"[72, 64, 309, 402]"
97,000411.jpg,person,14,"[194, 19, 296, 54]"
98,000416.jpg,sheep,16,"[153, 216, 243, 344]"
99,000430.jpg,cat,7,"[0, 5, 325, 499]"
100,000431.jpg,aeroplane,0,"[88, 31, 359, 496]"
101,000438.jpg,person,14,"[55, 239, 331, 431]"
102,000446.jpg,person,14,"[85, 80, 471, 243]"
103,000450.jpg,train,18,"[35, 37, 425, 324]"
104,000454.jpg,dog,11,"[14, 0, 296, 459]"
105,000463.jpg,motorbike,13,"[76, 195, 164, 300]"
106,000468.jpg,person,14,"[190, 5, 499, 329]"
107,000469.jpg,car,6,"[27, 15, 314, 453]"
108,000470.jpg,horse,12,"[88, 193, 334, 414]"
109,000474.jpg,car,6,"[156, 52, 358, 447]"
110,000476.jpg,person,14,"[109, 125, 372, 357]"
111,000477.jpg,person,14,"[124, 426, 332, 499]"
112,000484.jpg,pottedplant,15,"[37, 47, 374, 461]"
113,000489.jpg,bird,2,"[185, 223, 229, 296]"
114,000496.jpg,chair,8,"[209, 418, 318, 481]"
115,000503.jpg,sofa,17,"[141, 372, 373, 499]"
116,000508.jpg,bird,2,"[138, 246, 374, 411]"
117,000516.jpg,person,14,"[8, 0, 374, 499]"
118,000518.jpg,bus,5,"[75, 18, 310, 477]"
119,000519.jpg,boat,3,"[123, 12, 248, 156]"
120,000522.jpg,car,6,"[127, 35, 270, 433]"
121,000524.jpg,horse,12,"[125, 180, 286, 361]"
122,000525.jpg,motorbike,13,"[158, 96, 225, 217]"
123,000526.jpg,person,14,"[72, 258, 319, 439]"
124,000528.jpg,cat,7,"[67, 123, 309, 318]"
125,000535.jpg,person,14,"[54, 205, 238, 315]"
126,000537.jpg,dog,11,"[11, 110, 399, 395]"
127,000541.jpg,car,6,"[193, 258, 218, 334]"
128,000544.jpg,cat,7,"[65, 0, 325, 306]"
129,000549.jpg,cat,7,"[48, 0, 498, 340]"
130,000550.jpg,diningtable,10,"[212, 101, 374, 472]"
131,000552.jpg,aeroplane,0,"[121, 3, 257, 497]"
132,000554.jpg,sofa,17,"[188, 1, 374, 499]"
133,000555.jpg,person,14,"[178, 159, 373, 421]"
134,000559.jpg,tvmonitor,19,"[25, 159, 240, 370]"
135,000565.jpg,bicycle,1,"[91, 55, 373, 421]"
136,000577.jpg,horse,12,"[0, 0, 332, 478]"
137,000583.jpg,motorbike,13,"[86, 12, 247, 489]"
138,000589.jpg,person,14,"[0, 72, 374, 314]"
139,000590.jpg,car,6,"[108, 198, 335, 499]"
140,000592.jpg,sofa,17,"[172, 195, 289, 383]"
141,000597.jpg,person,14,"[176, 385, 313, 464]"
142,000605.jpg,car,6,"[174, 320, 191, 385]"
143,000609.jpg,dog,11,"[133, 15, 274, 459]"
144,000612.jpg,train,18,"[0, 0, 212, 373]"
145,000620.jpg,car,6,"[181, 113, 308, 302]"
146,000622.jpg,cow,9,"[86, 155, 338, 400]"
147,000625.jpg,person,14,"[93, 282, 182, 417]"
148,000632.jpg,chair,8,"[166, 60, 334, 177]"
149,000633.jpg,person,14,"[21, 1, 374, 338]"
150,000635.jpg,train,18,"[148, 153, 341, 419]"
151,000648.jpg,bus,5,"[112, 28, 265, 352]"
152,000654.jpg,sheep,16,"[151, 54, 248, 214]"
153,000657.jpg,aeroplane,0,"[155, 252, 175, 309]"
154,000671.jpg,bicycle,1,"[329, 47, 470, 267]"
155,000672.jpg,car,6,"[90, 11, 306, 494]"
156,000680.jpg,bird,2,"[143, 212, 240, 318]"
157,000685.jpg,motorbike,13,"[1, 15, 373, 497]"
158,000688.jpg,car,6,"[41, 7, 316, 499]"
159,000689.jpg,train,18,"[38, 1, 346, 497]"
160,000695.jpg,horse,12,"[125, 108, 365, 414]"
161,000699.jpg,chair,8,"[1, 0, 380, 499]"
162,000700.jpg,car,6,"[245, 124, 332, 476]"
163,000709.jpg,person,14,"[56, 118, 351, 393]"
164,000710.jpg,chair,8,"[181, 187, 463, 302]"
165,000711.jpg,pottedplant,15,"[1, 58, 186, 235]"
166,000726.jpg,person,14,"[74, 69, 332, 498]"
167,000729.jpg,pottedplant,15,"[5, 9, 497, 371]"
168,000731.jpg,person,14,"[74, 12, 372, 299]"
169,000733.jpg,motorbike,13,"[200, 102, 434, 447]"
170,000739.jpg,person,14,"[64, 271, 373, 414]"
171,000740.jpg,boat,3,"[84, 289, 275, 403]"
172,000753.jpg,diningtable,10,"[187, 163, 374, 428]"
173,000754.jpg,bus,5,"[80, 55, 169, 156]"
174,000761.jpg,sofa,17,"[140, 149, 321, 436]"
175,000764.jpg,horse,12,"[79, 78, 270, 365]"
176,000767.jpg,cow,9,"[0, 31, 317, 469]"
177,000768.jpg,bus,5,"[45, 32, 329, 368]"
178,000770.jpg,cow,9,"[166, 124, 374, 430]"
179,000774.jpg,train,18,"[35, 84, 224, 446]"
180,000793.jpg,bicycle,1,"[159, 150, 279, 309]"
181,000796.jpg,bird,2,"[117, 164, 315, 417]"
182,000804.jpg,sofa,17,"[264, 190, 469, 331]"
183,000805.jpg,dog,11,"[64, 28, 410, 355]"
184,000810.jpg,person,14,"[12, 150, 374, 497]"
185,000812.jpg,person,14,"[32, 148, 332, 359]"
186,000818.jpg,train,18,"[120, 294, 203, 499]"
187,000820.jpg,sheep,16,"[139, 179, 306, 367]"
188,000822.jpg,motorbike,13,"[164, 97, 345, 229]"
189,000823.jpg,car,6,"[159, 48, 264, 342]"
190,000827.jpg,cow,9,"[159, 249, 201, 309]"
191,000828.jpg,person,14,"[88, 156, 499, 374]"
192,000829.jpg,bus,5,"[165, 216, 279, 451]"
193,000830.jpg,diningtable,10,"[181, 123, 369, 351]"
194,000845.jpg,aeroplane,0,"[96, 8, 205, 492]"
195,000849.jpg,dog,11,"[55, 22, 327, 158]"
196,000850.jpg,bird,2,"[70, 212, 208, 333]"
197,000851.jpg,motorbike,13,"[129, 102, 310, 401]"
198,000859.jpg,person,14,"[55, 12, 330, 326]"
199,000860.jpg,car,6,"[84, 80, 291, 427]"
200,000865.jpg,person,14,"[101, 189, 374, 336]"
201,000867.jpg,pottedplant,15,"[95, 171, 190, 229]"
202,000871.jpg,car,6,"[113, 7, 291, 490]"
203,000887.jpg,aeroplane,0,"[48, 24, 246, 472]"
204,000888.jpg,car,6,"[207, 71, 318, 208]"
205,000889.jpg,pottedplant,15,"[1, 187, 393, 326]"
206,000892.jpg,motorbike,13,"[211, 189, 374, 343]"
207,000898.jpg,sofa,17,"[114, 0, 360, 498]"
208,000899.jpg,train,18,"[138, 91, 242, 472]"
209,000900.jpg,sheep,16,"[134, 259, 268, 341]"
210,000902.jpg,dog,11,"[84, 70, 313, 331]"
211,000904.jpg,person,14,"[112, 16, 237, 164]"
212,000906.jpg,boat,3,"[0, 22, 215, 382]"
213,000908.jpg,aeroplane,0,"[60, 0, 374, 499]"
214,000912.jpg,cat,7,"[32, 152, 333, 499]"
215,000915.jpg,person,14,"[70, 205, 374, 415]"
216,000919.jpg,dog,11,"[81, 38, 329, 351]"
217,000929.jpg,diningtable,10,"[64, 0, 374, 499]"
218,000936.jpg,aeroplane,0,"[104, 313, 155, 363]"
219,000943.jpg,person,14,"[68, 0, 371, 177]"
220,000950.jpg,diningtable,10,"[193, 51, 323, 437]"
221,000951.jpg,bottle,4,"[72, 225, 126, 244]"
222,000954.jpg,bird,2,"[129, 0, 321, 398]"
223,000958.jpg,dog,11,"[89, 0, 298, 326]"
224,000962.jpg,cat,7,"[136, 3, 374, 492]"
225,000964.jpg,bird,2,"[85, 166, 303, 287]"
226,000965.jpg,sofa,17,"[85, 1, 499, 373]"
227,000966.jpg,train,18,"[47, 41, 311, 492]"
228,000967.jpg,train,18,"[123, 22, 332, 499]"
229,000977.jpg,car,6,"[258, 326, 331, 453]"
230,000980.jpg,bird,2,"[45, 114, 320, 499]"
231,000987.jpg,motorbike,13,"[94, 18, 442, 457]"
232,000989.jpg,tvmonitor,19,"[116, 51, 176, 108]"
233,000991.jpg,horse,12,"[116, 112, 470, 217]"
234,000993.jpg,train,18,"[136, 213, 276, 365]"
235,000996.jpg,diningtable,10,"[156, 4, 374, 499]"
236,000997.jpg,sofa,17,"[195, 0, 374, 204]"
237,000999.jpg,person,14,"[15, 1, 499, 279]"
238,001001.jpg,cat,7,"[63, 61, 374, 324]"
239,001002.jpg,boat,3,"[383, 198, 482, 374]"
240,001008.jpg,motorbike,13,"[153, 219, 279, 299]"
241,001010.jpg,tvmonitor,19,"[5, 156, 145, 307]"
242,001011.jpg,person,14,"[2, 238, 374, 499]"
243,001014.jpg,person,14,"[90, 85, 374, 358]"
244,001015.jpg,bird,2,"[187, 391, 208, 417]"
245,001024.jpg,person,14,"[29, 0, 374, 385]"
246,001036.jpg,person,14,"[4, 226, 374, 499]"
247,001043.jpg,cat,7,"[8, 60, 308, 481]"
248,001050.jpg,person,14,"[125, 234, 240, 296]"
249,001057.jpg,car,6,"[37, 5, 334, 352]"
250,001060.jpg,car,6,"[182, 410, 211, 499]"
251,001064.jpg,horse,12,"[33, 12, 202, 266]"
252,001068.jpg,motorbike,13,"[22, 32, 315, 460]"
253,001071.jpg,horse,12,"[168, 156, 454, 301]"
254,001073.jpg,cow,9,"[151, 326, 239, 424]"
255,001077.jpg,tvmonitor,19,"[100, 27, 295, 213]"
256,001078.jpg,cat,7,"[100, 1, 374, 244]"
257,001079.jpg,diningtable,10,"[246, 0, 374, 479]"
258,001082.jpg,cat,7,"[152, 211, 305, 346]"
259,001101.jpg,person,14,"[27, 1, 331, 216]"
260,001106.jpg,chair,8,"[173, 338, 362, 464]"
261,001112.jpg,train,18,"[86, 322, 213, 405]"
262,001113.jpg,person,14,"[77, 250, 325, 405]"
263,001119.jpg,car,6,"[177, 249, 214, 342]"
264,001127.jpg,dog,11,"[124, 41, 329, 202]"
265,001129.jpg,sofa,17,"[28, 1, 269, 499]"
266,001130.jpg,cow,9,"[106, 113, 265, 295]"
267,001140.jpg,person,14,"[63, 168, 401, 259]"
268,001147.jpg,person,14,"[1, 18, 332, 496]"
269,001151.jpg,person,14,"[2, 262, 328, 427]"
270,001152.jpg,bus,5,"[1, 51, 335, 447]"
271,001156.jpg,cat,7,"[79, 99, 323, 413]"
272,001158.jpg,chair,8,"[1, 0, 358, 258]"
273,001168.jpg,person,14,"[0, 0, 374, 402]"
274,001171.jpg,person,14,"[65, 289, 330, 478]"
275,001172.jpg,train,18,"[19, 18, 161, 485]"
276,001174.jpg,diningtable,10,"[207, 184, 324, 372]"
277,001182.jpg,cow,9,"[148, 124, 293, 402]"
278,001191.jpg,sheep,16,"[2, 0, 374, 297]"
279,001194.jpg,bicycle,1,"[179, 71, 339, 280]"
280,001204.jpg,sofa,17,"[191, 80, 372, 474]"
281,001205.jpg,boat,3,"[75, 87, 262, 313]"
282,001207.jpg,bird,2,"[76, 124, 374, 499]"
283,001209.jpg,dog,11,"[95, 195, 237, 272]"
284,001212.jpg,person,14,"[77, 374, 369, 499]"
285,001214.jpg,sofa,17,"[164, 239, 374, 499]"
286,001226.jpg,dog,11,"[49, 104, 273, 498]"
287,001229.jpg,person,14,"[74, 14, 374, 428]"
288,001230.jpg,aeroplane,0,"[153, 67, 252, 398]"
289,001234.jpg,person,14,"[166, 32, 499, 189]"
290,001237.jpg,car,6,"[155, 114, 212, 265]"
291,001239.jpg,dog,11,"[137, 227, 374, 380]"
292,001240.jpg,person,14,"[158, 21, 374, 426]"
293,001248.jpg,person,14,"[19, 396, 344, 496]"
294,001258.jpg,car,6,"[91, 100, 286, 422]"
295,001263.jpg,diningtable,10,"[158, 156, 274, 265]"
296,001268.jpg,car,6,"[89, 28, 244, 322]"
297,001269.jpg,person,14,"[91, 107, 332, 388]"
298,001270.jpg,aeroplane,0,"[125, 30, 233, 447]"
299,001273.jpg,bird,2,"[131, 52, 418, 391]"
300,001279.jpg,person,14,"[164, 23, 499, 372]"
301,001287.jpg,person,14,"[102, 177, 400, 499]"
302,001294.jpg,car,6,"[150, 323, 209, 403]"
303,001299.jpg,cow,9,"[25, 38, 411, 228]"
304,001304.jpg,person,14,"[183, 142, 263, 174]"
305,001309.jpg,person,14,"[25, 91, 485, 252]"
306,001312.jpg,cow,9,"[0, 0, 317, 479]"
307,001314.jpg,cat,7,"[1, 67, 322, 368]"
308,001315.jpg,person,14,"[50, 41, 333, 236]"
309,001323.jpg,train,18,"[187, 32, 321, 480]"
310,001325.jpg,boat,3,"[150, 78, 260, 350]"
311,001326.jpg,sofa,17,"[0, 26, 374, 499]"
312,001327.jpg,person,14,"[53, 0, 499, 225]"
313,001332.jpg,aeroplane,0,"[25, 19, 71, 81]"
314,001333.jpg,motorbike,13,"[175, 155, 241, 202]"
315,001334.jpg,car,6,"[69, 15, 287, 488]"
316,001345.jpg,chair,8,"[166, 286, 261, 355]"
317,001346.jpg,person,14,"[0, 6, 227, 261]"
318,001348.jpg,bird,2,"[51, 162, 209, 312]"
319,001364.jpg,car,6,"[42, 68, 289, 404]"
320,001365.jpg,bird,2,"[138, 321, 188, 415]"
321,001378.jpg,bird,2,"[89, 181, 403, 349]"
322,001384.jpg,car,6,"[139, 89, 323, 333]"
323,001385.jpg,bus,5,"[117, 178, 193, 364]"
324,001388.jpg,sofa,17,"[1, 1, 413, 499]"
325,001390.jpg,person,14,"[54, 69, 229, 113]"
326,001393.jpg,diningtable,10,"[193, 60, 374, 324]"
327,001395.jpg,cat,7,"[23, 34, 374, 498]"
328,001402.jpg,sofa,17,"[117, 0, 374, 368]"
329,001404.jpg,cat,7,"[21, 56, 360, 442]"
330,001405.jpg,horse,12,"[58, 82, 434, 272]"
331,001406.jpg,sofa,17,"[0, 0, 372, 499]"
332,001408.jpg,person,14,"[86, 83, 365, 332]"
333,001409.jpg,car,6,"[73, 225, 239, 463]"
334,001414.jpg,car,6,"[63, 39, 312, 457]"
335,001418.jpg,dog,11,"[33, 31, 472, 343]"
336,001420.jpg,horse,12,"[108, 191, 269, 339]"
337,001421.jpg,person,14,"[0, 188, 437, 371]"
338,001426.jpg,person,14,"[2, 2, 497, 221]"
339,001427.jpg,person,14,"[113, 158, 296, 266]"
340,001434.jpg,bus,5,"[221, 96, 310, 234]"
341,001436.jpg,aeroplane,0,"[124, 184, 166, 329]"
342,001442.jpg,cow,9,"[67, 72, 332, 428]"
343,001450.jpg,person,14,"[69, 182, 252, 329]"
344,001451.jpg,person,14,"[100, 96, 250, 220]"
345,001453.jpg,bird,2,"[28, 175, 305, 296]"
346,001455.jpg,bicycle,1,"[175, 124, 373, 344]"
347,001457.jpg,sofa,17,"[120, 135, 263, 349]"
348,001468.jpg,cow,9,"[63, 137, 255, 249]"
349,001470.jpg,tvmonitor,19,"[29, 102, 233, 310]"
350,001479.jpg,person,14,"[87, 143, 374, 499]"
351,001480.jpg,person,14,"[62, 172, 340, 431]"
352,001483.jpg,train,18,"[71, 170, 302, 387]"
353,001485.jpg,motorbike,13,"[104, 42, 299, 333]"
354,001486.jpg,cat,7,"[60, 109, 268, 460]"
355,001488.jpg,car,6,"[151, 253, 203, 384]"
356,001492.jpg,car,6,"[167, 184, 315, 486]"
357,001494.jpg,car,6,"[242, 121, 370, 320]"
358,001498.jpg,person,14,"[13, 50, 499, 358]"
359,001499.jpg,person,14,"[222, 211, 299, 237]"
360,001501.jpg,person,14,"[147, 329, 243, 375]"
361,001504.jpg,person,14,"[421, 258, 492, 280]"
362,001512.jpg,bird,2,"[129, 159, 231, 434]"
363,001515.jpg,horse,12,"[12, 59, 499, 360]"
364,001517.jpg,dog,11,"[108, 18, 290, 415]"
365,001521.jpg,person,14,"[130, 133, 461, 229]"
366,001524.jpg,person,14,"[83, 138, 211, 204]"
367,001526.jpg,person,14,"[14, 380, 296, 499]"
368,001528.jpg,bird,2,"[75, 45, 347, 371]"
369,001529.jpg,sofa,17,"[156, 159, 316, 449]"
370,001532.jpg,car,6,"[169, 104, 204, 179]"
371,001539.jpg,bicycle,1,"[166, 101, 349, 356]"
372,001548.jpg,person,14,"[144, 132, 327, 286]"
373,001555.jpg,cat,7,"[293, 332, 367, 389]"
374,001556.jpg,horse,12,"[30, 322, 291, 434]"
375,001557.jpg,aeroplane,0,"[2, 35, 106, 378]"
376,001559.jpg,car,6,"[174, 145, 225, 182]"
377,001563.jpg,diningtable,10,"[200, 11, 332, 384]"
378,001576.jpg,car,6,"[171, 50, 279, 457]"
379,001579.jpg,bicycle,1,"[253, 35, 440, 323]"
380,001580.jpg,person,14,"[66, 208, 340, 432]"
381,001586.jpg,horse,12,"[53, 27, 328, 428]"
382,001590.jpg,tvmonitor,19,"[39, 302, 323, 374]"
383,001593.jpg,person,14,"[127, 124, 432, 275]"
384,001594.jpg,person,14,"[92, 334, 217, 399]"
385,001597.jpg,bird,2,"[134, 226, 290, 329]"
386,001604.jpg,car,6,"[87, 244, 339, 499]"
387,001607.jpg,dog,11,"[0, 20, 373, 499]"
388,001610.jpg,cat,7,"[55, 15, 275, 367]"
389,001611.jpg,person,14,"[170, 157, 499, 424]"
390,001612.jpg,train,18,"[104, 156, 276, 465]"
391,001622.jpg,car,6,"[246, 0, 417, 148]"
392,001627.jpg,person,14,"[6, 103, 474, 279]"
393,001630.jpg,person,14,"[195, 154, 499, 342]"
394,001633.jpg,diningtable,10,"[176, 70, 372, 418]"
395,001636.jpg,bicycle,1,"[122, 58, 215, 120]"
396,001643.jpg,dog,11,"[41, 0, 322, 471]"
397,001649.jpg,person,14,"[52, 11, 498, 437]"
398,001650.jpg,sofa,17,"[203, 379, 332, 499]"
399,001651.jpg,person,14,"[120, 62, 499, 341]"
400,001654.jpg,person,14,"[65, 144, 265, 283]"
401,001661.jpg,sheep,16,"[198, 106, 373, 329]"
402,001662.jpg,car,6,"[105, 10, 268, 481]"
403,001669.jpg,cat,7,"[74, 20, 336, 363]"
404,001673.jpg,cat,7,"[109, 35, 318, 439]"
405,001676.jpg,car,6,"[37, 29, 218, 482]"
406,001680.jpg,dog,11,"[103, 90, 499, 330]"
407,001683.jpg,diningtable,10,"[212, 223, 278, 429]"
408,001684.jpg,bird,2,"[5, 16, 421, 464]"
409,001688.jpg,motorbike,13,"[10, 60, 372, 414]"
410,001690.jpg,horse,12,"[100, 39, 291, 181]"
411,001699.jpg,horse,12,"[55, 42, 331, 423]"
412,001707.jpg,bird,2,"[129, 9, 498, 377]"
413,001708.jpg,aeroplane,0,"[92, 5, 244, 497]"
414,001711.jpg,person,14,"[0, 311, 152, 429]"
415,001713.jpg,cow,9,"[63, 34, 355, 478]"
416,001714.jpg,sheep,16,"[301, 126, 356, 207]"
417,001717.jpg,person,14,"[98, 226, 403, 364]"
418,001721.jpg,person,14,"[168, 228, 340, 382]"
419,001723.jpg,person,14,"[10, 77, 371, 308]"
420,001729.jpg,chair,8,"[62, 370, 331, 499]"
421,001732.jpg,boat,3,"[190, 347, 288, 443]"
422,001733.jpg,sheep,16,"[274, 179, 364, 234]"
423,001734.jpg,sheep,16,"[83, 99, 312, 440]"
424,001738.jpg,dog,11,"[67, 124, 299, 322]"
425,001739.jpg,bird,2,"[177, 148, 316, 213]"
426,001741.jpg,cow,9,"[110, 0, 250, 114]"
427,001750.jpg,sheep,16,"[184, 255, 248, 343]"
428,001752.jpg,tvmonitor,19,"[3, 2, 499, 374]"
429,001754.jpg,person,14,"[53, 14, 493, 274]"
430,001758.jpg,person,14,"[107, 3, 499, 231]"
431,001759.jpg,person,14,"[1, 297, 374, 499]"
432,001761.jpg,aeroplane,0,"[86, 26, 272, 499]"
433,001765.jpg,motorbike,13,"[6, 74, 352, 386]"
434,001766.jpg,horse,12,"[238, 0, 374, 215]"
435,001768.jpg,cat,7,"[62, 0, 343, 260]"
436,001777.jpg,diningtable,10,"[98, 4, 333, 496]"
437,001780.jpg,motorbike,13,"[74, 151, 254, 394]"
438,001787.jpg,bird,2,"[100, 146, 346, 276]"
439,001789.jpg,train,18,"[83, 0, 287, 158]"
440,001800.jpg,person,14,"[71, 83, 370, 241]"
441,001806.jpg,person,14,"[156, 116, 374, 208]"
442,001809.jpg,tvmonitor,19,"[251, 8, 366, 84]"
443,001810.jpg,person,14,"[50, 0, 374, 235]"
444,001821.jpg,car,6,"[124, 91, 247, 361]"
445,001825.jpg,cat,7,"[38, 0, 299, 402]"
446,001828.jpg,person,14,"[32, 1, 444, 288]"
447,001832.jpg,person,14,"[0, 0, 374, 499]"
448,001834.jpg,diningtable,10,"[38, 45, 303, 455]"
449,001836.jpg,sofa,17,"[80, 1, 374, 461]"
450,001840.jpg,cat,7,"[173, 127, 295, 320]"
451,001841.jpg,person,14,"[219, 1, 499, 277]"
452,001843.jpg,person,14,"[16, 61, 374, 272]"
453,001845.jpg,car,6,"[176, 26, 342, 229]"
454,001853.jpg,bird,2,"[62, 201, 285, 342]"
455,001854.jpg,person,14,"[37, 51, 498, 276]"
456,001858.jpg,aeroplane,0,"[98, 16, 215, 474]"
457,001861.jpg,person,14,"[8, 65, 362, 483]"
458,001864.jpg,person,14,"[54, 60, 374, 248]"
459,001870.jpg,aeroplane,0,"[15, 3, 399, 399]"
460,001881.jpg,car,6,"[76, 61, 356, 455]"
461,001892.jpg,bus,5,"[2, 3, 372, 499]"
462,001894.jpg,horse,12,"[1, 210, 374, 499]"
463,001896.jpg,bird,2,"[58, 279, 370, 421]"
464,001898.jpg,pottedplant,15,"[105, 68, 177, 139]"
465,001902.jpg,bus,5,"[146, 255, 273, 499]"
466,001903.jpg,motorbike,13,"[141, 92, 332, 357]"
467,001904.jpg,person,14,"[68, 198, 334, 390]"
468,001906.jpg,cat,7,"[146, 102, 271, 392]"
469,001915.jpg,bird,2,"[219, 21, 264, 86]"
470,001922.jpg,aeroplane,0,"[74, 64, 268, 469]"
471,001928.jpg,motorbike,13,"[81, 6, 418, 403]"
472,001930.jpg,person,14,"[125, 219, 326, 313]"
473,001937.jpg,car,6,"[210, 10, 432, 331]"
474,001938.jpg,person,14,"[2, 2, 374, 499]"
475,001941.jpg,motorbike,13,"[45, 117, 309, 499]"
476,001945.jpg,horse,12,"[160, 92, 476, 220]"
477,001950.jpg,person,14,"[239, 152, 290, 169]"
478,001952.jpg,bird,2,"[25, 25, 371, 474]"
